Bug ID,Bug Fix Commit Hash,Date of Commit
HTTPCLIENT-822,d855722988cd19867f500f0909565ddc156b6159,2009-02-14T17:01:38+00:00
HTTPCLIENT-1800,aaf638b1d520cd8a7e4377a020de444ec09d282e,2017-01-07T11:39:15+00:00
HTTPCLIENT-1802,cea5b2697b2ae50e058e027800b2553b503c967d,2017-01-20T19:21:10+00:00
HTTPCLIENT-813,dd5061b2abbaa8f3e789a2e099b266627e6a642f,2009-02-14T16:46:33+00:00
HTTPCLIENT-4,64f18ffc04d470fc9a558283e687269cc976671d,2010-05-08T09:22:29+00:00
HTTPCLIENT-4,6974f7bfa142f7491d521340224ece5969eb3a5f,2010-05-07T14:16:14+00:00
HTTPCLIENT-4,1d1df0174da000cf99de4d381d7bb6ba0f9d6dc5,2010-05-06T20:02:22+00:00
HTTPCLIENT-4,283bba855f5ae2b34d2806ac5b8b2a0e00f3a7c6,2010-04-30T21:00:08+00:00
HTTPCLIENT-4,c0cf0c76542e2cc0ff83d515de144c52086ba217,2008-05-23T16:47:14+00:00
HTTPCLIENT-4,bf541ba1fddeb45b9d1c4f88dd69c9e066303a8a,2007-10-18T14:44:26+00:00
HTTPCLIENT-4,4fe52a15b9fe8624fcaea9741bc8e94e38126f33,2007-01-04T06:33:16+00:00
HTTPCLIENT-4,fc009509650b2aabbabebd70e9504a7e7664e4ac,2006-12-28T10:04:56+00:00
HTTPCLIENT-5,fb6d73ef384a2589b9d1332d5c0a37aabe4f0550,2009-09-16T12:17:13+00:00
HTTPCLIENT-5,d5b954aca957d8362e7d02102fbd727bccc4db87,2009-09-13T13:21:13+00:00
HTTPCLIENT-8,42b6aa2f93096a6153b65a9e788e1f295538c51b,2010-04-08T17:26:55+00:00
HTTPCLIENT-8,8de26bac03997f86230d3e0d3a08178588eff9f8,2010-04-07T17:28:15+00:00
HTTPCLIENT-8,39065c31c976166daf45f4632bf937a38ec7dc49,2009-12-11T18:38:38+00:00
HTTPCLIENT-8,9f580578d989038d69419363402cdcf9a49a2bd9,2009-12-01T20:01:44+00:00
HTTPCLIENT-8,49a021c85a6d61f96c61aa3882fe0aab25266992,2009-11-25T20:15:32+00:00
HTTPCLIENT-8,9d55b80d47655317393d1e3242e2dc5e59548c95,2009-11-24T20:52:31+00:00
HTTPCLIENT-8,51645b1cdfa61bdfd1338d8ca2eab5761f853903,2009-11-24T20:27:18+00:00
HTTPCLIENT-8,f6699b27ff7fbebd1896fad79f09415f3dd9b508,2009-11-18T21:07:35+00:00
HTTPCLIENT-8,6df23379f749dcd9ede998f6e9d4f12872763f2f,2009-11-04T19:38:53+00:00
HTTPCLIENT-8,20db76c05a95092b85bf25a1386ec49d77629e2b,2009-11-04T19:16:48+00:00
HTTPCLIENT-8,9a5dac386f010952b632c8c31e545cdea0c18339,2009-10-26T14:06:58+00:00
HTTPCLIENT-8,96b8e1d936c1f6289d1cddbb0f604eb9c6322fd4,2009-10-26T13:38:39+00:00
HTTPCLIENT-8,eb1205a223a2581a4f5e233cb5389471ad670bc2,2009-10-19T14:35:03+00:00
HTTPCLIENT-8,64c481f4bf2da157b54e962e69715d86dea20151,2009-10-16T19:00:17+00:00
HTTPCLIENT-8,077281ba270427cab95491033ac2aae5eb195197,2009-10-16T16:52:30+00:00
HTTPCLIENT-8,90f9e38b8dc5b83420679c1eeb493f7ce8a97e6d,2009-10-16T14:07:00+00:00
HTTPCLIENT-8,4b422e17334580d608d664389d5650a81c65d2b6,2009-10-16T12:22:27+00:00
HTTPCLIENT-8,0b815c250573b526594cbdf0452cabc52e6cc049,2009-10-15T11:14:40+00:00
HTTPCLIENT-8,01b7d5dc40d4c0054f36c976dc7528a85684fe09,2009-10-13T15:38:57+00:00
HTTPCLIENT-8,dbd7dd0efd737009b48d41ef6aa9f5b8bfa81149,2009-10-13T10:52:28+00:00
HTTPCLIENT-8,142997acd6f74f5f599452f3efbc28466901b6c4,2009-10-06T13:03:39+00:00
HTTPCLIENT-8,14255dd491f372eade1f38e9769f0014a7ef43e8,2009-10-06T12:21:50+00:00
