Bug ID,Bug Fix Commit Hash,Date of Commit
PROTON-618,c575aed29d96360ca2ae21090cb2dd2f3fa4e5b7,2014-10-06T14:50:55+00:00
PROTON-62,30d01e98d51cb196d9b997ff3acc495183f3008d,2016-12-08T04:16:22-05:00
PROTON-62,13150e4935d0de0bf390db4474b22c20e72a54e7,2016-02-15T13:55:09-05:00
PROTON-62,93f873d3dcb08e893073ab406736985f5124c96a,2014-07-22T13:36:25+00:00
PROTON-62,c0a5313a8c2c8324613f0a28f3d60e7d160d2dcb,2014-07-16T16:59:27+00:00
PROTON-62,cabdb7de5a687aa4e4fc6e1dc690f7e0110f5a67,2014-07-02T13:03:05+00:00
PROTON-62,c8ec68060ca6a40a96cad2d9e3b16c5a5a6715d6,2014-07-02T12:18:03+00:00
PROTON-61,c575aed29d96360ca2ae21090cb2dd2f3fa4e5b7,2014-10-06T14:50:55+00:00
PROTON-61,9c15b2dd3f688df5f6ca992747996ef01ed480bf,2014-09-04T19:24:52+00:00
PROTON-61,7e6c73d812190308476eb51ab207f5e0ee8fcf04,2014-08-11T22:12:35+00:00
PROTON-61,4c558e48b0f31ad8c50a9f895d7bfa5ff8ffe441,2014-07-02T19:52:45+00:00
PROTON-61,5ad3b7dc438ed99ad3dc0a7b30010b2bdf7f51a2,2014-07-02T12:17:43+00:00
PROTON-61,11e5ee4b9c926daf3992e7295eb0b69fcbbc4660,2014-06-25T22:30:50+00:00
PROTON-61,69c7d4a261066793346d6130cfa95834e20e3899,2014-06-20T16:03:13+00:00
PROTON-61,34339c12d4ae5559b1c04d0ab17e2542eea413c3,2013-06-11T13:12:17+00:00
PROTON-61,25cb694c482a6e17fc4d3e2bc355b5101797995e,2013-02-13T11:22:37+00:00
PROTON-61,fecc45ddbcfaa75be047f8b571f234b78e3a3e70,2013-02-13T11:06:22+00:00
PROTON-8,a2aa7642c2cb7803337af26c0bf7647cf01b602c,2018-12-14T11:05:50+00:00
PROTON-8,7a381d2968183838439feb209f1ba2f11bc60ca5,2017-08-16T15:12:54-07:00
PROTON-8,43c5cff3274f4d4e9150202255ee9cafea83ed47,2015-09-29T16:12:14-04:00
PROTON-8,cb868e927edb9b756a6fd68f15a766a066b2c625,2015-09-28T17:19:57-04:00
PROTON-8,7b880b88236fe5eecbae268b77e4bcdcface80f7,2015-09-28T17:19:57-04:00
PROTON-8,32487f0a81348008afa9c66a1d208984ceeb8eff,2015-09-28T17:19:56-04:00
PROTON-8,495d74136f165f37f692e68710a1b6cdbd74dc98,2015-09-28T17:19:56-04:00
PROTON-8,7cecb8ed63313b9d8f02c50950244981999a888d,2015-09-28T17:19:21-04:00
PROTON-8,7087b22ddd99959dedf235c5194a0a1eaead3116,2015-09-28T17:14:37-04:00
PROTON-8,9276ae3386409fa9485bb956cf9ed7d6f29d0371,2015-09-28T17:14:37-04:00
PROTON-8,7bc3e0e5c05ee868bdf303c5a431cea9340c6dbf,2015-09-28T17:14:37-04:00
PROTON-8,d8129acb0a7677eceb2bf88b8835f7b9dddfb466,2015-09-28T17:14:37-04:00
PROTON-8,705284bc41fbb0849208a1f42845e0facab42c23,2015-09-23T08:33:44-07:00
PROTON-8,445f8873968e2317218ec348444284a4bd7c8be0,2015-09-04T15:13:46-04:00
PROTON-8,b8883c4dfbc900d7db39d41155144573557b25ce,2015-08-21T12:09:04-04:00
